Date;Bitfinex;Cex.io;Poloniex
11/4/2017 10:31:36 PM;0.039851;0.04007199;0.03980102
11/4/2017 10:31:46 PM;0.03986;0.04007199;0.03980102
11/4/2017 10:31:56 PM;0.039846;0.04007199;0.03980102
11/4/2017 10:32:06 PM;0.03986;0.04007199;0.03980103
11/4/2017 10:32:16 PM;0.039858;0.04007199;0.039846
11/4/2017 10:32:26 PM;0.03986;0.04007199;0.03983597
11/4/2017 10:32:37 PM;0.03986;0.04007199;0.03983097
11/4/2017 10:32:47 PM;0.03986;0.04007199;0.03983097
11/4/2017 10:32:56 PM;0.03986;0.04007199;0.03980103
11/4/2017 10:33:07 PM;0.039859;0.04000154;0.03982597
11/4/2017 10:33:16 PM;0.03986;0.04000154;0.03984997
11/4/2017 10:33:27 PM;0.03986;0.04000154;0.039836
11/4/2017 10:33:36 PM;0.03986;0.0400017;0.03983097
11/4/2017 10:33:46 PM;0.039876;0.0400017;0.03983094
11/4/2017 10:33:56 PM;0.039866;0.0400017;0.03983095
11/4/2017 10:34:06 PM;0.039866;0.0400017;0.03983097
11/4/2017 10:34:16 PM;0.039882;0.0400017;0.03983094
11/4/2017 10:34:27 PM;0.039892;0.0400017;0.039841
11/4/2017 10:34:36 PM;0.039892;0.04;0.039851
11/4/2017 10:34:46 PM;0.03988;0.04;0.039851
11/4/2017 10:34:56 PM;0.03988;0.04000002;0.03982
11/4/2017 10:35:06 PM;0.039898;0.04000002;0.039851
11/4/2017 10:35:17 PM;0.039898;0.04;0.039851
11/4/2017 10:35:27 PM;0.039902;0.04000005;0.039851
11/4/2017 10:35:36 PM;0.0399;0.04000005;0.039851
11/4/2017 10:35:46 PM;0.0399;0.040001;0.039851
11/4/2017 10:35:56 PM;0.0399;0.040001;0.039851
11/4/2017 10:36:06 PM;0.03991;0.040001;0.039851
11/4/2017 10:36:16 PM;0.039917;0.040001;0.039851
11/4/2017 10:36:26 PM;0.039917;0.040001;0.039851
11/4/2017 10:36:42 PM;0.039917;0.040001;0.039851
11/4/2017 10:36:46 PM;0.0399;0.040001;0.039851
11/4/2017 10:36:56 PM;0.039902;0.040001;0.03985101
11/4/2017 10:37:06 PM;0.0399;0.040001;0.03985101
